Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers
Caco-480,?,?,"",CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1",PCZOHLXUXFIOCF-BXMDZJJMSA-N,DTXSID5020784,75330-75-5,"lovastatin",CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3",PCZOHLXUXFIOCF-UHFFFAOYSA-N,<undefined>,0,High,-4.84,3,Wang|Pham,1,1
Caco-4676,CHEMBL1923502,?,"",O.Cl.CC1CNC(C2CC2)C(=O)N(C)C(C)C(=O)NC(CC2C=CC(F)=CC=2)C(=O)NCCCC2=CC=CC=C2O1,"InChI=1S/C30H39FN4O4.ClH.H2O/c1-19-18-33-27(23-12-13-23)30(38)35(3)20(2)28(36)34-25(17-21-10-14-24(31)15-11-21)29(37)32-16-6-8-22-7-4-5-9-26(22)39-19;;/h4-5,7,9-11,14-15,19-20,23,25,27,33H,6,8,12-13,16-18H2,1-3H3,(H,32,37)(H,34,36);1H;1H2",ZWIXEQBDJMFCMN-UHFFFAOYSA-N,DTXSID70241766,951326-02-6,"Ulimorelin hydrochloride",CC1CNC(C2CC2)C(=O)N(C)C(C)C(=O)NC(CC2C=CC(F)=CC=2)C(=O)NCCCC2=CC=CC=C2O1,"InChI=1S/C30H39FN4O4/c1-19-18-33-27(23-12-13-23)30(38)35(3)20(2)28(36)34-25(17-21-10-14-24(31)15-11-21)29(37)32-16-6-8-22-7-4-5-9-26(22)39-19/h4-5,7,9-11,14-15,19-20,23,25,27,33H,6,8,12-13,16-18H2,1-3H3,(H,32,37)(H,34,36)",WGYPAJVJMXQXTR-UHFFFAOYSA-N,O.Cl,NaN,High,-4.838631998,3,CHEMBL,1,1
Caco-4685,CHEMBL3608924,44129197,"(2S)-1-N-[5-(2-tert-butyl-1,3-thiazol-4-yl)-4-methyl-1,3-thiazol-2-yl]-2-methylpyrrolidine-1,2-dicarboxamide  ",Cc1nc(NC(=O)N2CCC[C@@]2(C)C(=O)N)sc1c3csc(n3)C(C)(C)C,"InChI=1S/C18H25N5O2S2/c1-10-12(11-9-26-14(21-11)17(2,3)4)27-15(20-10)22-16(25)23-8-6-7-18(23,5)13(19)24/h9H,6-8H2,1-5H3,(H2,19,24)(H,20,22,25)/t18-/m0/s1",YDXUAMKMQQJWAK-SFHVURJKSA-N,?,CHEMBL3608924,"",CC(C)(C)C1=NC(=CS1)C1SC(NC(=O)N2CCCC2(C)C(N)=O)=NC=1C,"InChI=1S/C18H25N5O2S2/c1-10-12(11-9-26-14(21-11)17(23)4)27-15(20-10)22-16(25)23-8-6-7-18(235)13(19)24/h9H6-8H21-5H3(H21924)(H202225)",YDXUAMKMQQJWAK-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4681,CHEMBL3222237,67436594,"N-[[4-[4-(4-amino-5-oxo-7,8-dihydropyrimido[5,4-f][1,4]oxazepin-6-yl)phenyl]-3-chlorophenyl]methyl]acetamide  ",CC(=O)NCc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O,"InChI=1S/C22H20ClN5O3/c1-13(29)25-11-14-2-7-17(18(23)10-14)15-3-5-16(6-4-15)28-8-9-31-21-19(22(28)30)20(24)26-12-27-21/h2-7,10,12H,8-9,11H2,1H3,(H,25,29)(H2,24,26,27)",BALRMJVERSQQLD-UHFFFAOYSA-N,?,CHEMBL3222237,"",CC(=O)NCC1C=C(Cl)C(=CC=1)C1C=CC(=CC=1)N1CCOC2N=CN=C(N)C=2C1=O,"InChI=1S/C22H20ClN5O3/c1-13(29)25-11-14-2-7-17(18(23)10-14)15-3-5-16(6-4-15)28-8-9-31-21-19(22(28)30)20(24)26-12-27-21/h2-71012H8-911H21H3(H2529)(H2242627)",BALRMJVERSQQLD-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4679,CHEMBL243027,18334820,"1-cyclopropyl-3-[[1-(4-hydroxy-4-methylpentyl)benzimidazol-2-yl]methyl]imidazo[4,5-c]pyridin-2-one  ",CC(C)(O)CCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,"InChI=1S/C23H27N5O2/c1-23(2,30)11-5-13-26-18-7-4-3-6-17(18)25-21(26)15-27-20-14-24-12-10-19(20)28(22(27)29)16-8-9-16/h3-4,6-7,10,12,14,16,30H,5,8-9,11,13,15H2,1-2H3",DLEVUSWAQFQDQE-UHFFFAOYSA-N,?,CHEMBL243027,"",CC(C)(O)CCCN1C2=CC=CC=C2N=C1CN1C(=O)N(C2CC2)C2=CC=NC=C12,"InChI=1S/C23H27N5O2/c1-23(230)11-5-13-26-18-7-4-3-6-17(18)25-21(26)15-27-20-14-24-12-10-19(20)28(22(27)29)16-8-9-16/h3-46-71012141630H58-9111315H21-2H3",DLEVUSWAQFQDQE-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4683,CHEMBL3290349,90644109,"1-[2-[(3S,4R)-4-[(5-cyano-6-methylpyridin-3-yl)methylamino]-3-fluoropiperidin-1-yl]ethyl]-2-oxoquinoline-7-carbonitrile  ",Cc1ncc(CN[C@@H]2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)C[C@@H]2F)cc1C#N,"InChI=1S/C25H25FN6O/c1-17-21(13-28)10-19(14-29-17)15-30-23-6-7-31(16-22(23)26)8-9-32-24-11-18(12-27)2-3-20(24)4-5-25(32)33/h2-5,10-11,14,22-23,30H,6-9,15-16H2,1H3/t22-,23+/m0/s1",MCTQBSWUEFTRJD-XZOQPEGZSA-N,?,CHEMBL3290349,"",CC1=NC=C(CNC2CCN(CCN3C(=O)C=CC4=CC=C(C=C34)C#N)CC2F)C=C1C#N,"InChI=1S/C25H25FN6O/c1-17-21(13-28)10-19(14-29-17)15-30-23-6-7-31(16-22(23)26)8-9-32-24-11-18(12-27)2-3-20(24)4-5-25(32)33/h2-510-111422-2330H6-915-16H21H3",MCTQBSWUEFTRJD-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4687,CHEMBL457774,44581288,"1-(4-methoxyphenyl)-6-[4-[1-(methylsulfonylmethyl)cyclopropyl]phenyl]-7-oxo-4,5-dihydropyrazolo[3,4-c]pyridine-3-carboxamide  ",COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CS(=O)(=O)C)CC5,"InChI=1S/C25H26N4O5S/c1-34-19-9-7-18(8-10-19)29-22-20(21(27-29)23(26)30)11-14-28(24(22)31)17-5-3-16(4-6-17)25(12-13-25)15-35(2,32)33/h3-10H,11-15H2,1-2H3,(H2,26,30)",AYSPBVCSXJDUNN-UHFFFAOYSA-N,?,CHEMBL457774,"",CS(=O)(=O)CC1(CC1)C1C=CC(=CC=1)N1CCC2=C(C1=O)N(N=C2C(N)=O)C1C=CC(=CC=1)OC,"InChI=1S/C25H26N4O5S/c1-34-19-9-7-18(8-10-19)29-22-20(21(27-29)23(26)30)11-14-28(24(22)31)17-5-3-16(4-6-17)25(12-13-25)15-35(232)33/h3-10H11-15H21-2H3(H22630)",AYSPBVCSXJDUNN-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4682,CHEMBL3260771,25209437,"sodium;[4-[[4-(5-methoxypyridin-2-yl)phenoxy]methyl]-5-methylfuran-2-carbonyl]-(2-methylphenyl)sulfonylazanide  ",[Na+].COc1ccc(nc1)c2ccc(OCc3cc(oc3C)C(=O)[N-]S(=O)(=O)c4ccccc4C)cc2,"InChI=1S/C26H24N2O6S.Na/c1-17-6-4-5-7-25(17)35(30,31)28-26(29)24-14-20(18(2)34-24)16-33-21-10-8-19(9-11-21)23-13-12-22(32-3)15-27-23;/h4-15H,16H2,1-3H3,(H,28,29);/q;+1/p-1",TVDHMDXPKGMXRT-UHFFFAOYSA-M,?,1186532-61-5,"",COC1=CN=C(C=C1)C1C=CC(=CC=1)OCC1C=C(OC=1C)C(=O)NS(=O)(=O)C1=CC=CC=C1C,"InChI=1S/C26H24N2O6S/c1-17-6-4-5-7-25(17)35(3031)28-26(29)24-14-20(18(2)34-24)16-33-21-10-8-19(9-11-21)23-13-12-22(32-3)15-27-23/h4-15H16H21-3H3(H2829)",IXDVRRPNWPOPGV-UHFFFAOYSA-N,[Na+],110,Low,-4.838631998,3,CHEMBL,1,1
Caco-4684,CHEMBL3422476,72193916,"5-[3-chloro-4-[[4-[2-(3,4-dichlorophenyl)pyrazol-3-yl]phenyl]methylcarbamothioyl]phenyl]furan-2-carboxylic acid ",OC(=O)c1oc(cc1)c2ccc(C(=S)NCc3ccc(cc3)c4ccnn4c5ccc(Cl)c(Cl)c5)c(Cl)c2,"InChI=1S/C28H18Cl3N3O3S/c29-21-8-6-19(14-23(21)31)34-24(11-12-33-34)17-3-1-16(2-4-17)15-32-27(38)20-7-5-18(13-22(20)30)25-9-10-26(37-25)28(35)36/h1-14H,15H2,(H,32,38)(H,35,36)",XXQKNGSPGDXDMG-UHFFFAOYSA-N,?,CHEMBL3422476,"",OC(=O)C1=CC=C(O1)C1C=C(Cl)C(=CC=1)C(=S)NCC1C=CC(=CC=1)C1=CC=NN1C1C=C(Cl)C(Cl)=CC=1,"InChI=1S/C28H18Cl3N3O3S/c29-21-8-6-19(14-23(21)31)34-24(11-12-33-34)17-3-1-16(2-4-17)15-32-27(38)20-7-5-18(13-22(20)30)25-9-10-26(37-25)28(35)36/h1-14H15H2(H3238)(H3536)",XXQKNGSPGDXDMG-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4677,CHEMBL1923617,57399248,"(6S,9R,12R)-6-[(2S)-butan-2-yl]-12-[(4-chlorophenyl)methyl]-8,9-dimethyl-2-oxa-5,8,11,14-tetrazabicyclo[16.4.0]docosa-1(22),18,20-triene-7,10,13-trione  ",CC[C@H](C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](C)N(C)C1=O,"InChI=1S/C30H41ClN4O4/c1-5-20(2)27-30(38)35(4)21(3)28(36)34-25(19-22-12-14-24(31)15-13-22)29(37)33-16-8-10-23-9-6-7-11-26(23)39-18-17-32-27/h6-7,9,11-15,20-21,25,27,32H,5,8,10,16-19H2,1-4H3,(H,33,37)(H,34,36)/t20-,21+,25+,27-/m0/s1",UKTFKKQZZNIQCZ-QIDJRYDTSA-N,?,CHEMBL1923617,"",CCC(C)C1NCCOC2=CC=CC=C2CCCNC(=O)C(CC2C=CC(Cl)=CC=2)NC(=O)C(C)N(C)C1=O,"InChI=1S/C30H41ClN4O4/c1-5-20(2)27-30(38)35(4)21(3)28(36)34-25(19-22-12-14-24(31)15-13-22)29(37)33-16-8-10-23-9-6-7-11-26(23)39-18-17-32-27/h6-7911-1520-21252732H581016-19H21-4H3(H3337)(H3436)",UKTFKKQZZNIQCZ-UHFFFAOYSA-N,<undefined>,0,Low,-4.838631998,3,CHEMBL,1,1
Caco-4688,CHEMBL3322321,118710040,"(1S,2R)-2-methyl-1-naphthalen-1-yl-N-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclopropane-1-carboxamide  ",C[C@@H]1C[C@@]1(C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3cccc4ccccc34,"InChI=1S/C21H25NO6/c1-11-9-21(11,14-8-4-6-12-5-2-3-7-13(12)14)20(27)22-19-18(26)17(25)16(24)15(10-23)28-19/h2-8,11,15-19,23-26H,9-10H2,1H3,(H,22,27)/t11-,15-,16-,17+,18-,19-,21+/m1/s1",TVXVBIYSBDOUFP-FENAYWNPSA-N,?,CHEMBL3322321,"",CC1CC1(C(=O)NC1OC(CO)C(O)C(O)C1O)C1=CC=CC2=CC=CC=C21,"InChI=1S/C21H25NO6/c1-11-9-21(1114-8-4-6-12-5-2-3-7-13(12)14)20(27)22-19-18(26)17(25)16(24)15(10-23)28-19/h2-81115-1923-26H9-10H21H3(H2227)",TVXVBIYSBDOUFP-UHFFFAOYSA-N,<undefined>,0,Low,-4.838033384,3,CHEMBL,1,1
Caco-804,?,?,"",OC1=CC(O)=CC=C1C(=O)/C=C/C1C=CC(O)=CC=1,"InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H/b8-3+",DXDRHHKMWQZJHT-FPYGCLRLSA-N,DTXSID2022466,961-29-5,"isoliquiritigenin",OC1=CC(O)=CC=C1C(=O)C=CC1C=CC(O)=CC=1,"InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H",DXDRHHKMWQZJHT-UHFFFAOYSA-N,<undefined>,0,High,-4.8378239,3,Wang,1,1
Caco-4689,CHEMBL2022626,60144432,"N,3-dimethyl-2-(trifluoromethyl)benzimidazole-5-carboxamide  ",CNC(=O)c1ccc2nc(n(C)c2c1)C(F)(F)F,"InChI=1S/C11H10F3N3O/c1-15-9(18)6-3-4-7-8(5-6)17(2)10(16-7)11(12,13)14/h3-5H,1-2H3,(H,15,18)",XIXPZNZYGWXJSZ-UHFFFAOYSA-N,?,CHEMBL2022626,"",CN1C(=NC2=CC=C(C=C12)C(=O)NC)C(F)(F)F,"InChI=1S/C11H10F3N3O/c1-15-9(18)6-3-4-7-8(5-6)17(2)10(16-7)11(1213)14/h3-5H1-2H3(H1518)",XIXPZNZYGWXJSZ-UHFFFAOYSA-N,<undefined>,0,Low,-4.836242476,3,CHEMBL,1,1
Caco-4691,CHEMBL1603014,20969430,"5-[4-(4-acetylphenyl)piperazin-1-yl]sulfonyl-1,3-dihydroindol-2-one  ",CC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)Cc4c3,"InChI=1S/C20H21N3O4S/c1-14(24)15-2-4-17(5-3-15)22-8-10-23(11-9-22)28(26,27)18-6-7-19-16(12-18)13-20(25)21-19/h2-7,12H,8-11,13H2,1H3,(H,21,25)",IOWHNNUEAIMNRP-UHFFFAOYSA-N,?,CHEMBL1603014,"",CC(=O)C1C=CC(=CC=1)N1CCN(CC1)S(=O)(=O)C1C=C2CC(=O)NC2=CC=1,"InChI=1S/C20H21N3O4S/c1-14(24)15-2-4-17(5-3-15)22-8-10-23(11-9-22)28(2627)18-6-7-19-16(12-18)13-20(25)21-19/h2-712H8-1113H21H3(H2125)",IOWHNNUEAIMNRP-UHFFFAOYSA-N,<undefined>,0,Low,-4.835647144,3,CHEMBL,1,1
Caco-4690,CHEMBL1083561|CHEMBL1683151,46237960|53324157,"N-[1-[[(2S)-5-[4-(oxan-4-ylmethyl)piperazin-1-yl]-1-phenylpentan-2-yl]carbamoyl]cyclopentyl]naphthalene-2-carboxamide  ",O=C(NC1(CCCC1)C(=O)N[C@@H](CCCN2CCN(CC3CCOCC3)CC2)Cc4ccccc4)c5ccc6ccccc6c5,"InChI=1S/C38H50N4O3/c43-36(34-15-14-32-11-4-5-12-33(32)28-34)40-38(18-6-7-19-38)37(44)39-35(27-30-9-2-1-3-10-30)13-8-20-41-21-23-42(24-22-41)29-31-16-25-45-26-17-31/h1-5,9-12,14-15,28,31,35H,6-8,13,16-27,29H2,(H,39,44)(H,40,43)/t35-/m0/s1",ZXRIWIVIXXWDGK-DHUJRADRSA-N,?,CHEMBL1083561|CHEMBL1683151,"",O=C(NC(CC1C=CC=CC=1)CCCN1CCN(CC2CCOCC2)CC1)C1(CCCC1)NC(=O)C1C=C2C=CC=CC2=CC=1,"InChI=1S/C38H50N4O3/c43-36(34-15-14-32-11-4-5-12-33(32)28-34)40-38(18-6-7-19-38)37(44)39-35(27-30-9-2-1-3-10-30)13-8-20-41-21-23-42(24-22-41)29-31-16-25-45-26-17-31/h1-59-1214-15283135H6-81316-2729H2(H3944)(H4043)",ZXRIWIVIXXWDGK-UHFFFAOYSA-N,<undefined>,0,Low,-4.8349047595,3,CHEMBL,1,1
Caco-4628,CHEMBL3425618|CHEMBL3427797|CHEMBL3427796,118736497|118738050|118738049,"(3S,6S,9S,12R,15S,18S)-15-[(4-hydroxyphenyl)methyl]-4,10,13-trimethyl-3,6,9,12-tetrakis(2-methylpropyl)-1,4,7,10,13,16-hexazabicyclo[16.3.0]henicosane-2,5,8,11,14,17-hexone  ",CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)N(C)C1=O,"InChI=1S/C41H66N6O7/c1-24(2)19-30-38(51)46(11)35(22-27(7)8)41(54)47-18-12-13-32(47)36(49)43-31(23-28-14-16-29(48)17-15-28)39(52)45(10)34(21-26(5)6)40(53)44(9)33(20-25(3)4)37(50)42-30/h14-17,24-27,30-35,48H,12-13,18-23H2,1-11H3,(H,42,50)(H,43,49)/t30-,31-,32-,33-,34+,35-/m0/s1",LPEIBVIZSPXCHX-MAVCTHMOSA-N,?,CHEMBL3425618|CHEMBL3427797|CHEMBL3427796,"",CN1C(CC(C)C)C(=O)N2CCCC2C(=O)NC(CC2C=CC(O)=CC=2)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C1=O,"InChI=1S/C41H66N6O7/c1-24(2)19-30-38(51)46(11)35(22-27(7)8)41(54)47-18-12-13-32(47)36(49)43-31(23-28-14-16-29(48)17-15-28)39(52)45(10)34(21-26(5)6)40(53)44(9)33(20-25(3)4)37(50)42-30/h14-1724-2730-3548H12-1318-23H21-11H3(H4250)(H4349)",LPEIBVIZSPXCHX-UHFFFAOYSA-N,<undefined>,0,Low,-4.834162375,3,CHEMBL,1,1
Caco-4696,CHEMBL206550,6540052,"3-(3-methyl-3,4-dihydronaphthalen-2-yl)pyridine  ",CC1Cc2ccccc2C=C1c3cccnc3,"InChI=1S/C16H15N/c1-12-9-13-5-2-3-6-14(13)10-16(12)15-7-4-8-17-11-15/h2-8,10-12H,9H2,1H3",ARDWAGDGUKXSPH-UHFFFAOYSA-N,?,CHEMBL206550,"",CC1CC2=CC=CC=C2C=C1C1C=NC=CC=1,"InChI=1S/C16H15N/c1-12-9-13-5-2-3-6-14(13)10-16(12)15-7-4-8-17-11-15/h2-810-12H9H21H3",ARDWAGDGUKXSPH-UHFFFAOYSA-N,<undefined>,0,Low,-4.832682665,3,CHEMBL,1,1
Caco-4697,CHEMBL3309338,118705761,"2-(2-methylheptan-2-ylamino)-N-prop-2-enylpyridine-3-carboxamide  ",CCCCCC(C)(C)Nc1ncccc1C(=O)NCC=C,"InChI=1S/C17H27N3O/c1-5-7-8-11-17(3,4)20-15-14(10-9-13-18-15)16(21)19-12-6-2/h6,9-10,13H,2,5,7-8,11-12H2,1,3-4H3,(H,18,20)(H,19,21)",PHECNFUVHNIITG-UHFFFAOYSA-N,?,CHEMBL3309338,"",CCCCCC(C)(C)NC1=NC=CC=C1C(=O)NCC=C,"InChI=1S/C17H27N3O/c1-5-7-8-11-17(34)20-15-14(10-9-13-18-15)16(21)19-12-6-2/h69-1013H257-811-12H213-4H3(H1820)(H1921)",PHECNFUVHNIITG-UHFFFAOYSA-N,<undefined>,0,Low,-4.832682665,3,CHEMBL,1,1
Caco-57,?,?,"",OC(CO)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,DTXSID9020663,56-81-5,"glycerol",OC(CO)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,<undefined>,0,High,-4.8299999,3,Wang,1,1
Caco-4698,CHEMBL1098726,11699447,"6-[(5S,9R)-9-(4-cyanophenyl)-3-(3,5-dichlorophenyl)-1-methyl-2,4-dioxo-1,3,7-triazaspiro[4.4]nonan-7-yl]pyridine-3-carboxylic acid ",CN1C(=O)N(C(=O)[C@]12CN(C[C@H]2c3ccc(cc3)C#N)c4ccc(cn4)C(=O)O)c5cc(Cl)cc(Cl)c5,"InChI=1S/C26H19Cl2N5O4/c1-31-25(37)33(20-9-18(27)8-19(28)10-20)24(36)26(31)14-32(22-7-6-17(12-30-22)23(34)35)13-21(26)16-4-2-15(11-29)3-5-16/h2-10,12,21H,13-14H2,1H3,(H,34,35)/t21-,26+/m0/s1",LILGMDXLRPEBNH-HFZDXXHNSA-N,?,893397-44-9,"",CN1C(=O)N(C2C=C(Cl)C=C(Cl)C=2)C(=O)C21CN(CC2C1C=CC(=CC=1)C#N)C1=CC=C(C=N1)C(O)=O,"InChI=1S/C26H19Cl2N5O4/c1-31-25(37)33(20-9-18(27)8-19(28)10-20)24(36)26(31)14-32(22-7-6-17(12-30-22)23(34)35)13-21(26)16-4-2-15(11-29)3-5-16/h2-101221H13-14H21H3(H3435)",LILGMDXLRPEBNH-UHFFFAOYSA-N,<undefined>,0,Low,-4.829738285,3,CHEMBL,1,1
Caco-4701,CHEMBL1509101,4547230,"N-(3,4-dimethylphenyl)-2-oxo-3,4-dihydro-1H-quinoline-6-sulfonamide  ",Cc1ccc(NS(=O)(=O)c2ccc3NC(=O)CCc3c2)cc1C,"InChI=1S/C17H18N2O3S/c1-11-3-5-14(9-12(11)2)19-23(21,22)15-6-7-16-13(10-15)4-8-17(20)18-16/h3,5-7,9-10,19H,4,8H2,1-2H3,(H,18,20)",SNFROMRRGGKYTF-UHFFFAOYSA-N,?,899717-26-1,"",CC1=CC(=CC=C1C)NS(=O)(=O)C1C=C2CCC(=O)NC2=CC=1,"InChI=1S/C17H18N2O3S/c1-11-3-5-14(9-12(11)2)19-23(2122)15-6-7-16-13(10-15)4-8-17(20)18-16/h35-79-1019H48H21-2H3(H1820)",SNFROMRRGGKYTF-UHFFFAOYSA-N,<undefined>,0,Low,-4.826813732,3,CHEMBL,1,1
Caco-4704,CHEMBL3828222,127043102,"4-[2-(4-butylphenyl)-4-methyl-1,3-thiazol-5-yl]pyrimidin-2-amine  ",CCCCc1ccc(cc1)c2nc(C)c(s2)c3ccnc(N)n3,"InChI=1S/C18H20N4S/c1-3-4-5-13-6-8-14(9-7-13)17-21-12(2)16(23-17)15-10-11-20-18(19)22-15/h6-11H,3-5H2,1-2H3,(H2,19,20,22)",QFLXHXZLICZABS-UHFFFAOYSA-N,?,CHEMBL3828222,"",CC1N=C(SC=1C1=CC=NC(N)=N1)C1=CC=C(CCCC)C=C1,"InChI=1S/C18H20N4S/c1-3-4-5-13-6-8-14(9-7-13)17-21-12(2)16(23-17)15-10-11-20-18(19)22-15/h6-11H3-5H21-2H3(H2192022)",QFLXHXZLICZABS-UHFFFAOYSA-N,<undefined>,0,Low,-4.826813732,3,CHEMBL,1,1
Caco-4703,CHEMBL236995,11193463,"1-(4-benzoylpiperazin-1-yl)-2-[4-fluoro-7-(triazol-1-yl)-1H-pyrrolo[2,3-c]pyridin-3-yl]ethane-1,2-dione  ",Fc1cnc(c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c4ccccc4)c12)n5ccnn5,"InChI=1S/C22H18FN7O3/c23-16-13-25-20(30-7-6-26-27-30)18-17(16)15(12-24-18)19(31)22(33)29-10-8-28(9-11-29)21(32)14-4-2-1-3-5-14/h1-7,12-13,24H,8-11H2",YILIMUKOYIOIAY-UHFFFAOYSA-N,?,619331-12-3,"",O=C(C(=O)C1=CNC2=C(N=CC(F)=C12)N1C=CN=N1)N1CCN(CC1)C(=O)C1C=CC=CC=1,"InChI=1S/C22H18FN7O3/c23-16-13-25-20(30-7-6-26-27-30)18-17(16)15(12-24-18)19(31)22(33)29-10-8-28(9-11-29)21(32)14-4-2-1-3-5-14/h1-712-1324H8-11H2",YILIMUKOYIOIAY-UHFFFAOYSA-N,<undefined>,0,Low,-4.826813732,3,CHEMBL,1,1
Caco-202,?,?,"",CN1[C@@H]2C[C@H](C[C@H]1[C@@H]1O[C@@H]12)OC(=O)[C@H](CO)C1C=CC=CC=1,"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+/m1/s1",STECJAGHUSJQJN-FWXGHANASA-N,DTXSID6023573,51-34-3,"scopolamine",CN1C2CC(CC1C1OC12)OC(=O)C(CO)C1C=CC=CC=1,"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3",STECJAGHUSJQJN-UHFFFAOYSA-N,<undefined>,0,High,-4.82602955,3,Wang|Pham,1,1
Caco-4705,CHEMBL1175,?,"",CNCC[C@H](OC1C=CC=C2C=CC=CC2=1)C1=CC=CS1,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3/t17-/m0/s1",ZEUITGRIYCTCEM-KRWDZBQOSA-N,DTXSID6048385,116539-59-4,"Duloxetine",CNCCC(OC1C=CC=C2C=CC=CC2=1)C1=CC=CS1,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3",ZEUITGRIYCTCEM-UHFFFAOYSA-N,<undefined>,NaN,High,-4.823908741,3,CHEMBL,1,1
Caco-4711,CHEMBL3104391,24985101,"N-benzyl-2-(4-methoxy-2-oxopyridin-1-yl)-4-methyl-1,3-thiazole-5-carboxamide  ",COC1=CC(=O)N(C=C1)c2nc(C)c(s2)C(=O)NCc3ccccc3,"InChI=1S/C18H17N3O3S/c1-12-16(17(23)19-11-13-6-4-3-5-7-13)25-18(20-12)21-9-8-14(24-2)10-15(21)22/h3-10H,11H2,1-2H3,(H,19,23)",QNEITNWZOMGSRC-UHFFFAOYSA-N,?,CHEMBL3104391,"",CC1N=C(SC=1C(=O)NCC1C=CC=CC=1)N1C=CC(=CC1=O)OC,"InChI=1S/C18H17N3O3S/c1-12-16(17(23)19-11-13-6-4-3-5-7-13)25-18(20-12)21-9-8-14(24-2)10-15(21)22/h3-10H11H21-2H3(H1923)",QNEITNWZOMGSRC-UHFFFAOYSA-N,<undefined>,0,Low,-4.823908741,3,CHEMBL,1,1
